sample_id,catalog_content,image_link,price
106580,1099,18626,14.99
120977,1872,16599,21.25
272721,31493,50606,13.09
53844,71848,16249,8.49
91030,15721,71651,3.09
248354,58300,56243,2.105
145999,33775,59682,59.2
282618,55574,61217,7.99
109013,28290,64455,45.5
105936,62967,48610,8.485
44407,14280,24390,63.71
172630,10787,20263,11.66
33133,58904,47620,24.42
2240,64571,61552,80.86
158339,59498,31946,15.5
279119,7163,67747,13.36
214828,30492,31200,25.9
227496,61557,44974,47.99
10817,70184,1101,91.25
196090,35974,48010,28.85
86337,25705,14273,21.95
140210,1328,5884,98.75
253728,63415,68943,69.99
35631,20176,212,35.59
131697,13270,46248,37.24
139802,66078,46506,5.59
268336,37640,7852,3.69
64301,35546,43608,9.99
82046,45133,31307,59.99
274118,55356,57521,17.485
99211,47987,45595,23.88
59864,23596,14656,32.485
13505,51853,2916,130.94
275992,8608,66807,11.02
41676,72275,13975,57.74
226902,28143,25485,11.98
206696,73738,7757,7.0
125197,19460,54509,23.28
22568,45916,58145,28.71
273385,65323,65488,2.79
172694,50466,18593,16.92
29064,26342,32264,2.28
152273,41062,52190,21.98
94703,1595,13216,19.95
35410,63494,29590,4.79
86738,41751,57854,32.86
259638,59134,49739,9.405
24473,64924,20676,3.12
119257,62597,65581,7.5
173107,48609,60821,44.53
218077,36291,68019,5.635
91009,479,232,33.94
94632,37722,39302,9.61
283369,28896,18485,4.22
150194,27378,53886,8.99
292004,64790,67448,3.99
94055,53392,29146,20.395
198845,37658,46411,4.29
41040,33092,12346,13.41
260713,44089,27918,8.29
298353,5588,943,1.66
159832,19316,64494,10.66
254310,31741,36240,3.29
147306,40870,45055,20.27
73047,41123,51015,2.49
175774,49111,18268,12.99
147167,41360,49149,38.54
93564,62263,59224,14.87
78631,46906,5627,6.23
256084,7566,3372,40.48
262206,33681,6302,43.87
220639,72400,64756,6.984999999999999
287422,25668,56877,5.99
287485,61941,39263,42.41
44471,13977,15628,4.29
291011,67481,10669,9.77
119489,70113,7810,28.455
73289,4487,58223,13.695
66982,46299,22531,2.205
31070,71907,29858,3.62
284326,44418,45010,6.215
205437,40573,50399,30.18
117550,55792,45958,3.29
204359,70333,66488,16.99
14671,21670,8363,42.15
70001,23563,16747,29.99
165035,15006,33972,14.29
178598,42382,20729,10.985
400,59583,19995,19.98
179284,57137,37381,21.49
162817,58165,38503,85.22
115327,20124,25440,8.87
91930,20965,49279,32.99
147601,63198,67438,11.95
49140,28078,17864,14.73
177362,70224,11846,147.14
53715,69147,52961,6.49
196709,12963,46897,27.04
152366,7894,61971,28.23
74485,24880,56901,17.45
297853,29228,54109,5.35
2624,38615,45059,50.58
115179,1845,5259,151.66
129873,23111,8261,10.0
180424,30431,25049,5.29
113390,7406,42643,11.99
5142,14163,50093,39.71
129598,55134,41902,42.93
177737,60057,8037,8.03
241885,25618,35666,14.8
85312,19893,69137,2.81
73971,18719,44433,64.345
179290,53483,54986,8.535
78750,32354,30517,1.77
259288,10565,38025,30.22
289953,65225,16678,14.49
138979,72037,19849,11.99
288469,25573,25737,15.79
268986,15802,68854,5.98
179474,23482,34109,2.78
172204,1436,30893,11.5
126291,36649,55157,18.15
175055,20791,22282,7.99
113176,3139,59900,32.95
136062,43820,61033,7.73
56505,44739,21695,14.85
121777,41091,38845,248.98
255078,41625,53453,80.65
262529,54496,5918,14.24
200842,33822,23357,2.99
12533,4735,43369,30.99
142529,38828,49282,50.76
202937,4685,23550,7.99
84809,36799,24802,12.99
77166,71621,22835,29.165
144107,21511,54508,86.43
88354,1666,57941,15.07
14110,16415,34110,21.49
27731,50311,3323,7.24
20336,72656,63540,78.86
68058,15464,33493,17.265
268732,35416,28823,7.95
214301,19390,45582,32.99
111234,16254,27706,18.72
171967,39933,38545,3.24
285432,63303,48139,9.44
256598,39088,16966,6.48
261214,37441,18133,12.96
131746,10924,65477,24.07
276477,46851,6842,28.225
56807,59343,16184,6.99
266280,50758,70888,21.99
189204,72432,42867,40.49
192438,62697,42161,36.75
295333,9630,29228,5.49
96733,48690,10214,26.95
148533,39574,47171,26.45
135472,4438,28588,15.67
265321,72053,26948,11.095
16340,23551,7354,25.99
281062,46394,49580,10.065
74570,13127,9989,18.0
215722,52834,54600,9.445
233785,54524,25550,7.955
250332,37052,21007,10.99
192479,28798,15513,14.99
210949,40644,45611,28.72
172110,57567,13553,8.95
82531,6627,70153,2.99
182665,29234,20156,2.19
75602,62039,46008,6.145
949,1773,20283,13.99
270736,26380,37254,25.020000000000003
87935,2146,53470,21.99
98681,52203,23211,11.21
71187,72551,60928,13.29
152474,11617,50625,32.16
279648,12216,40694,11.79
196869,35454,72139,2.39
270917,18512,19416,22.99
52180,9424,22651,21.74
28731,59305,59432,15.19
148921,68505,7599,6.99
272508,63608,55997,7.99
13199,16154,32564,43.99
125316,56068,29653,11.49
186268,38784,35451,1.29
270878,53436,4352,18.99
62622,16239,5393,13.0
224849,7409,58172,81.95
261302,73596,23067,43.99
66680,59199,41964,37.805
123278,36112,45034,9.99
233144,69939,64076,33.5
47444,3075,66309,3.98
96005,72774,30235,12.34
106653,55667,28944,39.99
86195,67369,63747,35.04
142818,28371,51176,29.13
101748,10229,14584,2.39
251739,34922,46942,11.99
180284,66030,12906,4.75
197514,68133,26822,20.18
40381,32895,31862,1.99
10988,3110,17349,9.99
111273,59267,56852,4.99
85494,32395,1336,89.74
27864,67785,39567,3.99
155848,2426,9464,16.0
206605,14140,65678,6.48
123955,28952,19175,10.01
12156,34064,55207,14.99
15241,38989,69234,22.97
19838,34924,41675,31.84
85361,65675,28852,10.04
209771,43601,15283,1.49
83465,56518,13260,6.49
172677,41170,17125,4.99
52247,68361,56816,13.98
24712,1571,51412,24.99
86206,57400,12043,1.48
274055,44235,63686,1.29
115109,52175,39498,16.48
257290,47613,39260,29.99
190126,14381,41322,44.99
112940,23621,8115,15.99
238397,63614,12264,10.69
268749,15407,56914,59.99
215980,17296,65317,4.99
73923,67260,55949,25.32
83968,38254,847,3.395
277946,8967,4739,7.48
121461,18652,62838,17.39
27360,18710,27538,5.390000000000001
250891,255,6193,8.12
74620,35003,6570,37.99
235353,2758,6455,41.52
194083,70298,46167,24.99
55263,19684,40853,19.99
145940,3488,48037,29.41
297124,71659,28699,18.24
293572,13001,68263,36.47
147808,74114,62988,17.97
225676,39308,63382,19.354999999999997
234755,11342,30283,13.99
27135,21236,29639,5.39
28513,32584,28597,10.99
166929,9242,65994,9.25
148446,13081,58143,19.45
459,35751,8820,25.244999999999997
220608,1639,29458,42.56
173443,23630,8025,49.99
118608,13575,63916,17.55
84769,38648,20325,10.99
130772,27148,2840,55.99
67864,9984,15305,6.205
167833,63429,60964,4.88
250956,41455,66939,20.99
207654,41837,48674,11.98
3974,7982,55332,52.61
73623,43903,14827,7.67
20621,9805,31137,14.99
116297,53089,25719,18.99
201420,4062,55638,179.98
12585,4595,14921,9.49
254067,59260,43763,75.63
46516,41208,513,43.09
179672,64788,41839,15.17
283437,12643,25486,1.215
71418,57710,25995,1.89
112309,58856,48423,56.77
26490,67266,71792,11.075
58100,42449,38452,7.19
202025,58788,60889,1.465
45587,29347,38465,7.99
107708,32291,14907,16.45
271252,59969,36710,23.99
124057,10816,41921,34.99
1626,64569,56530,46.64
172562,30437,62329,8.51
271115,66764,13738,8.09
229390,9152,25878,220.0
185444,33509,3882,94.09
240453,132,23324,42.99
296229,67745,65908,18.49
124224,34388,7014,9.49
148240,70764,70825,26.0
202465,69846,63609,11.49
248642,22048,60345,32.98
80386,55702,15335,3.61
245876,69238,57526,5.49
161863,36682,8264,153.8
86241,9137,6572,13.99
256860,12296,69930,19.95
25956,29094,4649,4.99
289873,43482,35400,17.29
28403,61724,5361,8.295
246668,39508,60599,5.655
186174,35760,64243,31.92
203604,49565,8543,9.99
258758,28676,19092,12.13
65846,10274,44105,12.89
92989,54470,6332,13.245
110278,22232,66038,11.24
128378,49086,11160,23.22
287893,1722,67688,15.43
291526,68760,5186,17.985
67068,69105,69788,8.05
227812,48911,2672,19.99
211285,22277,51081,32.91
283721,16048,38536,6.99
99707,58205,34918,21.99
127493,14896,32315,9.98
96619,42869,70839,3.335
151683,37938,35327,9.99
174314,22306,47333,32.34
262166,23774,67195,5.24
258402,43203,71929,16.515
85893,4025,16561,2.895
78617,66253,20650,14.82
228465,57343,60864,11.55
253523,48309,72087,15.99
120040,24209,66610,4.93
44786,46103,21485,18.11
235363,2685,7722,30.37
57309,33629,11155,13.99
266462,62294,23343,73.22
103801,6178,11294,51.28
280675,21565,67015,3.24
177852,41893,5747,25.43
103811,45104,3118,1.48
18872,28363,57618,52.41
222319,22986,50807,139.44
263375,19551,24340,16.14
291430,39712,13210,9.99
208227,14597,57334,29.885
283044,16770,13558,30.68
13647,29073,61501,14.37
297925,25365,70855,5.99
273518,68421,71696,4.66
58284,25136,47149,32.99
95713,63170,55594,21.49
268198,46977,18844,10.99
187874,13951,32059,24.99
79444,9011,54117,11.55
92691,31040,51973,1.68
41417,26305,53197,3.29
46160,45282,15370,30.25
136813,32305,53259,14.99
24662,51704,33719,18.65
208573,43561,66665,13.99
290461,50896,17649,34.2
154204,9232,8039,23.0
254754,8190,5133,2.79
67462,30287,61034,10.44
215351,46225,44929,7.99
237629,44532,52775,4.82
42296,16178,17862,27.99
184155,72887,23524,12.99
171453,6549,65022,9.99
23750,64394,33255,12.09
264550,7031,16630,6.965
109057,46504,54046,35.46
98003,19084,63002,10.32
116192,1856,29334,9.99
37898,51815,29073,38.895
192574,58018,52953,9.795
83861,7237,5634,13.55
157173,59680,11479,131.31
117803,42887,50611,8.49
66869,46489,68541,9.39
180938,40386,19847,5.19
14077,32069,62141,3.12
245694,15927,71245,17.814999999999998
176554,1284,30968,12.99
73452,58599,7034,19.99
202483,3201,18456,14.99
214163,9072,36891,12.98
294926,17767,5166,2.28
150921,18850,63445,3.95
278201,6677,52583,8.6
39267,40167,9273,4.32
279086,7128,69913,10.55
84978,57857,53689,12.95
232092,38860,60309,3.09
255491,63428,70551,4.24
209057,20758,66053,14.99
254203,11821,10359,4.79
143378,56637,39771,12.99
900,16129,46418,23.89
264962,33869,40602,14.14
68997,24690,38539,32.99
75533,29286,65459,12.32
279198,68736,7493,13.76
211373,25386,18114,61.69
200259,70480,53354,10.97
139437,11092,56471,1.99
102036,3362,43530,139.435
68636,49247,14245,19.895
56710,22348,65847,24.14
270352,32024,42557,9.38
31165,73359,13930,1.94
14547,52328,46561,6.03
149881,40191,38350,25.91
252087,6161,53228,8.74
116777,35111,23180,4.91
205060,10323,55243,5.97
263232,40720,26126,17.99
61502,26904,11131,3.29
114083,65285,67003,4.99
154121,50770,19103,9.99
179458,29697,56954,3.685
287885,20926,23509,10.1
284831,66871,41709,3.99
294626,31294,38079,7.98
102634,39946,29918,12.68
59196,60976,57770,50.61
142516,26137,47269,24.42
180209,54388,11281,12.99
89660,60721,8544,25.99
180784,28302,10114,44.37
191520,37388,23691,9.99
11413,58152,16464,31.49
82595,8228,58663,12.0
137781,39367,64671,2.97
276749,17896,35578,3.12
198825,54674,66273,13.34
95443,55145,37911,8.46
123665,8092,54665,24.575000000000003
217676,32259,58177,9.99
182845,18280,34333,8.055
109256,66748,36318,25.64
277806,32943,42395,9.09
228239,65093,37148,14.7
143911,14011,46589,29.36
187700,60874,65732,4.355
117903,2284,24840,1.99
166362,38317,54382,4.89
14311,53918,32464,25.19
141751,9039,35333,8.64
233228,50394,34637,53.71
124548,52195,67378,14.99
280016,14870,42364,77.32
170776,3357,53423,49.99
8125,51168,24035,19.99
169380,69017,53806,21.49
222836,57495,65586,6.98
8172,44788,21226,10.49
182476,16934,25307,17.03
273921,66111,39025,6.66
129477,7665,18537,214.98
178913,51872,72117,12.56
114596,31408,67047,10.01
108184,38081,10731,52.57
113284,17755,52273,19.99
178107,53955,53985,4.495
233021,67305,13253,59.99
38873,48900,3975,17.29
166686,14998,55799,16.42
128076,31168,71437,80.67
81411,43279,32212,1.32
16186,26767,39140,4.39
95168,39034,28583,4.24
179211,43994,16432,6.56
220803,30420,59756,69.96
79182,8599,42017,28.3
176082,30133,6743,6.59
239887,66013,51890,7.59
147328,54164,64552,38.92
275061,20166,32577,19.99
162255,3665,43571,0.89
23228,65463,27296,16.99
56916,30328,15021,10.0
195001,26313,1287,6.09
39540,24071,3769,44.97
258148,7822,32189,5.3100000000000005
182644,57995,4616,7.82
50736,72461,42131,19.99
69887,58800,34381,10.0
129781,63477,34920,2.19
23722,17081,25969,47.52
159181,63334,56676,103.93
279364,50902,28895,0.91
149616,53494,66155,27.43
117694,2285,24712,4.19
98497,49670,23294,3.165
70606,22760,43036,10.49
192219,38363,46084,3.875
163988,42252,58195,5.49
225989,55177,17313,12.245
177767,4349,69247,11.95
293932,17413,51675,7.49
212709,62029,64078,7.77
87915,29782,19157,39.16
3087,20766,66227,12.99
186421,37484,2067,9.99
125289,14430,67171,38.93
142035,74052,58245,51.77
90801,1619,10151,27.39
151685,38890,16597,2.99
111722,16131,66050,48.29
225394,32489,40300,17.055
63967,50349,25783,8.02
159185,63321,25496,80.1
264951,31345,41417,8.85
217353,10717,22472,14.99
162647,60066,26311,39.84
280061,41105,35812,6.23
15086,40879,18400,39.95
240851,70316,50280,2.38
275578,1724,21291,16.6
231007,48259,42931,20.49
92329,52615,1253,48.4
223172,54296,69217,13.49
95083,25083,22642,35.32
90937,35655,43612,12.06
290856,36251,8881,31.765
141604,15604,18857,8.445
193897,64121,69341,13.99
214585,45721,24264,42.99
147873,56564,44173,57.7
124137,30410,71605,13.97
75131,19147,44683,28.13
72373,62123,18383,21.95
132348,23251,63339,49.99
287984,51335,24569,88.83
258881,10284,45135,19.98
131683,63455,36203,38.49
18341,1997,61769,23.36
130761,7705,23606,54.01
169292,43161,64295,1.36
160377,8614,2190,6.79
298342,9508,60037,4.38
182265,10725,22464,14.99
126018,69811,5097,21.62
129437,21464,36586,10.99
92430,67461,36741,5.37
281502,68725,9113,16.95
297591,33421,2229,11.0
17012,32010,12622,17.785
134627,62540,19403,39.99
175179,16159,14491,4.12
248549,72104,48824,14.245
238226,37877,50030,11.98
287370,34734,65116,5.38
167796,65432,14313,6.72
257765,6489,68213,3.49
71859,56932,49079,20.0
212819,22207,59363,13.14
266614,61060,71120,7.76
119483,41670,11183,3.215
45860,4381,67589,5.135
57496,4252,56524,24.5
224131,57324,14853,23.99
72211,48503,71243,14.74
166954,41233,7221,3.98
272581,13313,9523,26.71
289204,30655,31961,6.99
212333,68742,21312,16.99
42976,47236,25808,6.72
195871,10707,64364,30.13
268432,38419,35877,10.39
24030,23984,29748,7.13
10961,46543,47771,17.97
232146,37339,22168,12.739999999999998
45312,20848,28899,13.45
288505,32301,16168,13.585
247768,20068,39192,71.35
163643,68844,69240,55.46
116466,72749,42212,62.349999999999994
294382,62827,1975,12.29
22033,67857,64598,7.49
291487,61001,40890,5.79
159537,7922,30760,13.0
155401,68394,48971,17.44
47389,35638,66414,6.26
284526,6257,9969,12.99
259967,49770,2277,13.47
132211,14608,49931,65.92
7664,74019,7444,35.97
168235,44299,48577,14.99
36827,46847,35452,3.54
225406,13582,13282,22.52
100288,58923,18791,6.665
30362,45530,25301,20.16
45271,74175,20910,1.65
43458,63169,35249,5.85
254058,46143,33418,1.98
252916,20418,11754,13.575
167577,50779,18288,4.9350000000000005
148246,52683,15275,10.875
216696,39271,54525,6.6850000000000005
237273,32049,50668,6.18
26759,32647,24476,20.8
278158,39216,60799,14.99
111385,16151,43841,60.695
180214,36991,10058,10.4
158158,65661,15253,10.69
277503,10037,45172,11.97
241886,60298,14512,3.99
270618,37428,10948,1.89
262509,17668,6938,17.05
229785,35551,2627,10.615
24669,26069,49587,16.23
205077,19240,35024,9.99
230074,24260,55251,5.695
295088,25777,52015,4.99
60201,30639,23505,28.424999999999997
226815,25203,56806,25.59
213785,8810,29444,20.68
52106,56218,59217,11.49
12902,8942,18350,4.17
168408,21788,61273,6.99
103854,61123,48385,34.99
92532,39529,31799,40.89
184607,73374,1141,8.46
79125,25791,26699,3.04
175431,16488,38392,35.0
86736,41752,28764,70.06
210052,45015,54981,17.99
76154,34758,59811,5.69
158443,15454,15162,12.63
3299,61167,37247,67.6
176485,41887,50377,29.99
217898,53615,62867,16.59
65367,74269,36449,28.5
268187,18806,50204,6.055
29724,31348,26107,10.0
202972,65146,41796,36.95
171460,71568,18741,4.6899999999999995
245193,58622,63436,2.9
230958,30864,55359,76.99
115755,51836,20447,12.99
81050,13238,59642,31.465000000000003
251889,54229,68430,4.99
169094,73066,63947,2.38
55116,1892,58397,17.99
171385,67802,18877,15.03
211356,48495,45971,10.24
150251,27664,67737,1.985
46789,12132,54258,10.86
89480,42863,24479,1.625
104474,14201,71982,2.115
91160,16724,2267,29.56
262149,58114,40564,9.85
188829,21539,44083,9.47
92948,28550,11100,8.99
188112,55278,42813,11.49
251170,37407,54773,1.16
283991,24050,23612,16.605
181135,18418,43669,43.75
197779,65149,22160,2.9850000000000003
237821,48301,3929,5.75
176063,27205,7843,18.99
124329,54800,58677,4.99
165244,69854,5475,23.49
238248,33820,35435,21.99
66355,58642,35358,29.99
136729,9185,65143,3.77
114537,68932,44345,5.49
176098,8661,10064,37.375
249745,14077,37006,16.485
29202,31679,15379,2.08
71583,35959,45937,22.98
191272,32585,57923,18.89
26691,1465,21762,32.99
228918,18942,10457,19.77
42198,60969,41446,6.86
22272,26992,5081,27.95
170781,64248,6199,3.46
154145,73090,45081,3.255
180814,32520,67013,15.11
247812,20038,22884,17.13
220454,21650,39451,15.49
251193,14273,1953,44.42
290527,31705,61894,2.99
147252,62588,61512,72.8
268752,37066,71241,4.99
2785,39334,28755,9.595
165649,21856,6128,3.33
219456,44282,50608,39.99
89850,31667,9997,7.98
71095,64981,26798,40.07
191797,12790,2112,8.99
197923,18929,30662,28.09
60226,29777,64675,2.96
9915,40138,44109,21.295
170177,28409,55142,12.99
250410,41115,4195,56.49
249374,14634,60563,23.2
136108,50961,3255,17.35
51859,60324,42470,5.27
139615,8127,47487,15.99
147463,48498,34723,10.0
77703,52865,2080,137.94
115351,60223,10011,24.99
251854,12202,67800,37.815
296661,61377,14649,1.99
169073,29430,12990,29.0
73594,53686,31622,18.98
141960,36527,44096,2.885
222101,39988,28009,9.99
253782,40519,30586,43.34
91161,16711,2388,28.33
278045,8217,70213,6.99
101845,29609,43964,124.99
68138,26695,37397,5.695
216799,30497,22007,32.7
145279,35978,56747,24.42
37648,4409,488,4.99
74094,39096,44512,6.78
299177,6874,32805,5.59
127799,54947,25504,16.95
115111,29485,9000,15.28
246311,64174,42584,36.8
56826,74041,24624,22.33
245621,65847,34917,12.99
26822,73585,71377,73.38
272319,71532,43501,8.98
68395,71372,44795,21.25
181472,48491,42354,10.44
75518,31284,40702,1.5
219108,402,43526,49.99
78864,65263,57080,13.99
43165,46400,64823,9.58
94734,35397,29264,14.99
257769,6722,60878,2.035
281877,31826,4828,9.95
295076,43115,63224,6.615
124263,7106,14451,6.095
25288,14778,30814,13.79
277024,974,16932,32.24
163546,53567,41606,64.08
10940,73981,28909,27.52
166400,12127,28187,3.99
236044,53629,33563,3.99
69069,3601,18004,56.99
123933,35599,9215,5.99
284327,17341,30350,1.9
212343,64443,9549,96.94
235905,62218,38994,27.55
89517,22017,70801,7.085
118961,29211,20967,3.59
212167,70609,40656,18.42
215083,31185,23565,53.99
36655,19636,26505,12.29
82730,39372,31926,22.35
50633,24642,14392,5.69
97182,46222,36081,24.94
229296,10944,53299,1.52
170507,40361,66208,2.28
294995,17769,32391,3.1900000000000004
170175,53647,55616,1.49
242397,47832,60575,47.22
6956,24364,14682,16.98
196242,62111,59427,39.27
99874,23151,20881,9.8
81482,43379,46286,4.99
167168,45153,38801,10.99
172482,4437,39188,7.0
203564,20638,17514,27.99
74156,36287,70506,7.215
225512,69524,49609,39.36
28113,30682,50635,9.79
251748,11145,60289,2.29
45882,17423,49298,3.56
38517,3307,6888,2.98
227051,51319,66401,3.97
279491,39215,30531,30.5
134973,72919,11044,6.695
62504,40761,61483,4.16
256424,142,40127,49.0
291457,20809,34184,22.92
193849,61119,12169,13.8
251271,62395,32385,17.99
280667,19234,69720,9.21
287805,33096,37234,13.99
136113,67194,20575,7.99
236417,17012,29821,41.99
138405,2662,10972,54.7
214288,8417,44702,6.59
133318,29257,48138,74.28
112617,26314,7272,8.28
54394,21820,63205,10.0
235038,74690,60888,4.79
80961,57203,39731,15.99
90036,69413,23175,5.95
2695,56772,51121,29.13
94928,5660,55035,62.205
39334,2870,1180,4.79
110188,51939,35996,128.2
142852,70772,58883,34.81
86773,63152,1242,8.235
52438,39194,29617,2.18
197951,70390,39973,6.91
162576,41072,10896,35.71
6085,67295,680,2.44
2138,24278,65917,26.09
199610,62241,48215,1.29
234575,9575,8129,19.97
152636,73274,42707,79.07
88732,54770,60933,2.52
45224,70323,767,156.99
221283,29868,35964,21.97
111894,25982,3993,2.585
296932,67739,10812,17.9
242224,11291,37430,19.99
165973,27863,68546,11.99
167214,9795,1144,1.29
181634,27353,33525,2.79
56474,74646,36859,7.99
186530,47108,52109,8.584999999999999
107406,48740,61904,28.97
266163,54292,55277,7.98
282483,51353,54845,6.49
233529,47887,54521,4.3
154612,50734,51923,22.0
151673,26659,71829,18.49
140220,31682,31021,1.48
79893,47566,14406,2.8
54375,20796,52386,54.93
164694,14369,51137,38.91
190061,37652,38881,17.89
187847,54385,13507,9.99
261045,67253,53617,6.85
137393,34129,26732,5.97
121216,72009,41688,12.07
279967,10591,11524,36.79
7715,72537,28882,49.21
160552,63929,16629,55.18
278998,2907,29779,4.0
120078,67871,46178,6.99
209747,32414,66109,6.345000000000001
191027,62692,68394,8.71
250741,8359,40880,21.99
14967,19831,67958,6.710000000000001
159726,71125,1798,31.99
273178,13245,15361,15.72
282407,40533,59203,8.03
218925,71790,56476,9.44
106150,55125,6669,5.34
132489,66833,28370,65.36
118648,63854,29397,13.49
141671,41829,66908,11.98
213133,4774,26697,5.24
199589,29608,44973,47.49
155681,57598,14753,9.99
184967,46381,65939,11.99
44111,48716,37057,9.25
125913,61131,69469,31.74
227420,70378,28547,21.58
243751,6318,57013,11.63
211114,74307,19235,41.955
9978,52137,29997,16.96
128524,54707,14221,1.99
38261,23921,22686,19.630000000000003
5893,64653,70259,11.26
141998,70754,55947,50.58
30438,30022,14739,16.5
118184,37940,2162,4.27
252305,45535,15105,44.99
37979,19720,48315,29.15
188529,69855,47662,4.75
198050,50684,32766,27.95
24738,36785,20155,11.98
50432,8769,49844,4.92
34529,14066,4672,4.63
117449,31204,70104,18.735
134436,30656,36964,7.99
218437,51127,20369,31.99
245952,53730,53034,4.99
213033,42950,52055,167.99
275063,45199,35889,9.94
260806,53012,62454,27.99
271494,52013,6483,28.56
182688,1694,29044,27.4
34780,17321,41037,1.79
137495,57267,4438,16.99
21619,13645,62554,55.98
165213,13334,13941,30.82
224048,44976,4973,21.98
11259,2315,25459,1.89
239069,1057,35285,44.49
83761,3450,14700,24.99
117170,18551,63221,18.99
295753,63988,15462,4.05
188808,69440,49923,4.29
5858,18103,4158,12.99
210584,18195,23218,6.99
193501,20473,36654,35.0
116329,48808,21145,209.99
123718,22963,59935,14.22
278482,38722,19602,43.375
20782,53409,65671,37.63
48347,36039,21058,3.89
288118,34997,67192,21.95
210951,62442,49715,24.99
291398,66352,49393,32.99
190044,16130,9822,25.815
215197,45477,27886,48.48
93427,20066,60267,6.595
227213,71232,62701,19.45
189145,6689,7581,5.279999999999999
94988,15827,68932,41.72
185914,69372,54780,3.635
222828,10145,5439,2.38
108074,23071,43840,106.99
211412,33893,34681,40.55
160452,29104,22612,1.68
110211,1086,31796,18.99
239155,65636,58247,13.99
61732,34838,54095,19.49
107886,62935,65713,7.99
97595,17057,3383,7.47
209448,62441,36821,9.99
20060,56598,55068,19.6
239897,17505,27409,9.99
110907,68958,51201,5.97
262515,40963,8142,26.340000000000003
92992,54474,13314,8.065
207646,41838,64334,11.98
146558,32704,56069,77.04
43796,49578,20960,11.99
10354,60196,4264,15.99
26095,62937,44360,6.49
237115,61590,63015,19.49
200490,14933,26613,29.99
111859,58786,57211,3.99
191748,35892,48056,36.89
75908,986,36668,29.28
32786,26296,54017,41.49
187096,31312,71534,8.65
237985,61612,19399,2.98
91020,27207,30317,22.99
259355,1195,27593,25.36
153436,44509,42077,3.97
80937,53643,63156,14.29
246488,22444,39269,29.72
69250,35130,50038,57.23
127696,59034,61003,10.0
114429,25746,47744,5.49
63435,73786,58736,28.95
42247,46336,57050,7.33
62483,69328,30756,1.66
191363,72338,5729,4.5
297051,57833,47185,3.98
221381,6832,39682,24.15
83228,55087,9999,2.49
64245,64768,13631,29.99
113569,68246,28907,1.52
137565,7743,58620,4.99
99194,18489,36782,5.34
217123,43213,42752,5.1
267515,73824,28055,5.585
192799,21133,58776,128.98
287642,11099,45070,1.79
109704,21592,16898,17.025
252520,72702,3290,58.99
237731,41497,45361,72.45
221278,7324,68845,10.185
233584,11710,64423,4.75
59985,48132,23829,4.0
217957,44193,23043,18.84
278891,25694,6594,4.99
225578,72511,6676,83.98
225823,60783,18717,12.99
152911,11859,32956,11.2
164598,21330,58771,7.24
193364,59419,21207,19.03
291547,18333,47594,38.67
113750,4699,18227,9.99
10424,21406,1861,5.99
298326,14803,3208,0.96
96753,29750,28813,27.29
249830,13869,63450,2.99
40471,33550,45813,4.39
155540,40539,38901,17.99
278645,68396,42360,9.23
59904,66500,10568,3.78
263501,23711,71966,18.65
122208,5705,51244,21.86
64524,57643,44048,44.99
263319,42767,8984,18.99
276297,17999,35708,6.85
134416,38146,5271,30.49
55959,21361,57679,23.39
21545,9821,1731,2.49
26968,4698,70257,31.99
2815,40535,55670,6.14
83427,5867,31424,3.48
15749,68778,61871,8.49
1077,51252,44655,21.985
237884,2487,39428,30.99
231245,26724,28044,7.97
62659,727,51480,42.84
1417,40887,52824,59.2
226773,40359,5344,3.4450000000000003
64433,53676,61314,26.07
22771,40360,21705,13.355
74221,12445,19919,151.88
210085,19739,61605,23.994999999999997
219677,68249,46192,21.16
125511,18104,7830,79.99
277923,47356,32421,9.69
16121,54704,13101,42.74
7998,15360,927,9.5
100733,68503,43539,4.49
186148,42660,9095,12.99
83589,17628,54700,32.22
287688,60349,25041,4.390000000000001
145872,15274,31418,18.49
213633,58862,49297,9.44
186310,5769,5165,14.95
54783,7224,28759,12.64
142597,8053,60566,97.46
85079,13940,9104,19.99
284051,57765,2842,26.39
166809,14358,41723,81.94
97626,62705,26089,10.9
146668,71722,59419,38.54
131071,3723,34738,19.99
145553,53315,53547,97.46
153537,52475,12088,30.8
277454,43050,28601,3.59
74061,21766,28394,13.19
150808,18357,12027,11.9
188567,58885,38085,6.46
259548,47167,45649,5.49
61667,18829,59771,9.23
293465,26475,54295,7.95
99711,3283,69333,29.590000000000003
221245,68075,61028,12.0
14028,30881,10756,19.49
83288,20194,56920,9.99
235836,16630,30027,6.88
180343,56232,41309,11.49
111695,50637,17403,12.99
296114,29321,68293,8.95
290857,50576,33875,80.38
71683,30649,63322,52.15
136560,61126,48676,34.99
144795,14080,61108,2.0
30655,70411,3395,5.32
247381,9416,34964,34.99
98870,11862,56418,8.04
196770,57455,58914,23.54
242614,49218,51146,7.23
255573,28661,7797,28.35
34655,37694,70562,11.43
139811,47405,20119,8.29
41020,36086,65233,13.885000000000002
281484,3301,26387,1.99
145074,41204,44584,20.68
296784,44447,67725,2.075
221652,16128,15116,23.87
125729,67975,1813,30.76
60572,5972,33479,22.78
283967,23965,62810,19.315
72238,36029,38779,24.99
12412,52598,46065,29.99
52777,7217,10622,13.095
128731,38835,21105,2.49
225094,48019,12596,10.06
176667,21987,35544,4.99
295227,28982,1762,19.89
164792,7151,16010,32.925
612,55741,54232,5.89
86080,70065,10992,8.62
